probe_subject,claimed_subject,session,llr,fidelity,bhattacharyya
s002,s003,5,0.1104247718750768,0.011156520092648383,0.6812548643540297
s002,s004,5,0.20393140233062632,0.169201387839425,0.7359325667676516
s002,s005,5,0.10166303331391431,0.0020508260121248987,0.6543887353862483
s002,s007,5,0.1760134044983649,0.0028477407709871713,0.6556608329418084
s002,s008,5,0.18041649617761366,0.06110290777774869,0.6194517944237512
s002,s010,5,0.21437144271989275,0.0500063651172572,0.689740183145108
s002,s011,5,0.12919904779930846,0.003926042451756073,0.5214938232036775
s002,s012,5,0.13048138291718125,0.013331094554261333,0.5897539261727249
s002,s013,5,0.22740197713085702,0.1360227569299734,0.772100770098114
s002,s015,5,0.16908528811671425,0.008363693875339244,0.6676384837911064
s002,s016,5,0.07397310982270681,0.08799841430814206,0.6447501111306445
s002,s017,5,0.24886915446068011,0.06279721691305622,0.7348129631155076
s002,s018,5,0.19566355479701047,0.009025045095711254,0.6100491866626954
s002,s019,5,0.18141108743911644,0.0007211854334556344,0.6522104055658496
s002,s020,5,0.2355060402762681,0.00034760231680210557,0.6616597200891375
s002,s021,5,0.08062405458712993,6.683622824125952e-05,0.5860702938001868
s002,s022,5,0.09947689657409303,0.026316453440525002,0.49229577883661885
s002,s024,5,0.12408429619874062,0.017016514125109895,0.6703448645460724
s002,s025,5,0.12751187792978189,0.00017630461292030203,0.570567694454699
s002,s026,5,0.10574479731267931,6.696555295025588e-05,0.6713164023742655
s002,s027,5,0.10350501785035629,0.0012228178863454191,0.7100009355634475
s002,s028,5,0.1486599981494466,0.22200666457064552,0.7740531042305374
s002,s029,5,0.1980161384158773,0.0030893010523042534,0.7954967006810981
s002,s030,5,0.0917861106904446,0.0034151461410506065,0.580837511953841
s002,s031,5,0.08670491153842476,5.186376287321067e-05,0.623803668714749
s002,s032,5,0.13165299088163168,0.11959137066709298,0.7111827922574144
s002,s033,5,0.09194296546024266,0.06303119173765998,0.7092225916021295
s002,s034,5,0.18364744081039058,0.045632881559062574,0.708609596237591
s002,s035,5,0.16794332511503812,0.15516538574071168,0.6292841099483437
s002,s036,5,0.11664339177218529,0.03552603883679544,0.38835387621010475
s002,s037,5,0.22636908484634083,0.040629593950091934,0.6179818985516207
s002,s038,5,0.10011644033889776,0.03517326385321552,0.6330576414133098
s002,s039,5,0.14039288636386743,0.13570625701239003,0.701311123128918
s002,s040,5,0.12257214208220733,0.11285749955350881,0.623438346500339
s002,s041,5,0.1522057606714928,0.015052042068706674,0.6421979677678807
s002,s042,5,0.12023508024970865,0.10753336806966601,0.7343694006281664
s002,s043,5,0.08796381079262221,0.018115813739217047,0.47585149669618065
s002,s044,5,0.13346293751415728,0.03390473524807592,0.6157013144523074
s002,s046,5,0.2270547669846687,0.024276463751886735,0.6602432619019599
s002,s047,5,0.15293824136261394,0.009479970016795954,0.8003187059766805
s002,s048,5,0.12311970648057323,0.000983969524088605,0.5832134868937722
s002,s049,5,0.17986861489510195,0.006138764002898581,0.49524835697988057
s002,s050,5,0.23566651311378722,0.08963297882493863,0.6818795565952727
s002,s051,5,0.16963703071086242,0.011324852109129778,0.6338257813893162
s002,s052,5,0.07336814257712972,0.06702707058035652,0.579377967270274
s002,s053,5,0.13576813105274765,0.040044477659389566,0.7021728688147328
s002,s054,5,0.1136552012239149,0.0054634195724552565,0.7009028025301998
s002,s055,5,0.2021461493959427,0.20436955020951308,0.6359120464619211
s002,s056,5,0.1684197598347915,0.03281029880149643,0.6885281965405584
s002,s057,5,0.13789954623934278,0.005879388191181325,0.6023524244072361
s002,s003,6,0.05859099952291646,0.010407610319551982,0.7389336787216261
s002,s004,6,0.18903605098932533,0.018993540706671915,0.6052629740315426
s002,s005,6,0.10788512757762242,0.0026826356109183225,0.6057046814708524
s002,s007,6,0.1620776977171101,0.001299506860113993,0.6680884204373009
s002,s008,6,0.20976870925788121,0.13066773514090102,0.6569281109421621
s002,s010,6,0.27642428532221336,0.041325773457879064,0.5650905787767693
s002,s011,6,0.1375942656786503,0.018361883333854453,0.6014987054049272
s002,s012,6,0.0766663495495679,0.046420313873448506,0.6490811678226701
s002,s013,6,0.2579887840849887,0.11593932178088019,0.6754355648437802
s002,s015,6,0.11909407859493569,0.004913813016182703,0.6721998598078194
s002,s016,6,0.073844677840234,0.08710603427779268,0.5412784875724742
s002,s017,6,0.27349282873061875,0.00103998438015303,0.734032989225402
s002,s018,6,0.08157207458258695,0.020424928866380008,0.6353090281258003
s002,s019,6,0.14187946268689985,0.006355192164103373,0.6298484440193429
s002,s020,6,0.14627043718660335,0.0036515281367150657,0.695749639004721
s002,s021,6,0.059474856635017656,0.024655952664321117,0.5726159580242425
s002,s022,6,0.08415432603102715,0.1456490321725725,0.5662065196256901
s002,s024,6,0.057670271232774815,0.002481699751184022,0.7931792588306043
s002,s025,6,0.1150547907877054,0.0013069263534425672,0.5603684899846935
s002,s026,6,0.08747210675486185,0.04131845683306762,0.5977501029799196
s002,s027,6,0.058523428703644804,0.005600079663026838,0.5210664820519261
s002,s028,6,0.23322255301538491,0.0034713664566125594,0.5582951171741344
s002,s029,6,0.1935016833685258,0.028316984841662337,0.6662746325179533
s002,s030,6,0.07910007883046273,0.04166768169686033,0.5125437203370732
s002,s031,6,0.07967429148812886,0.00035594576657901655,0.5565344291121278
s002,s032,6,0.06283375582361415,0.03873627595064344,0.6593313110806733
s002,s033,6,0.08494454906266892,0.0003197134574264912,0.4680572769197888
s002,s034,6,0.20186384148970296,0.12606144185653737,0.6415798728404893
s002,s035,6,0.11383726196285616,0.008974119099742866,0.6355294872344055
s002,s036,6,0.11264860912658003,0.15349527496674373,0.4820243080277401
s002,s037,6,0.20065463828686286,0.029452505110648383,0.5682446690708218
s002,s038,6,0.049313842237298504,0.04253030038810049,0.617858977116601
s002,s039,6,0.16941385900930434,0.019084131805829782,0.6096184947105937
s002,s040,6,0.06457049462393737,0.0007430696892955591,0.6114125150991416
s002,s041,6,0.08653839151979328,0.014850747168916293,0.47767829766809616
s002,s042,6,0.06567453078929332,0.004529798271401922,0.5228609834760277
s002,s043,6,0.1204577479749407,0.00034000651986025734,0.6738756305779307
s002,s044,6,0.09904232464911567,0.00012122501944286791,0.634963386492733
s002,s046,6,0.06292136190034915,0.0068058291882346295,0.5451176236448645
s002,s047,6,0.05496274649711857,0.005097709909853637,0.4961973446032759
s002,s048,6,0.13366192942833105,0.017266901200972847,0.7283841370542925
s002,s049,6,0.1025404858603575,0.010434661732052054,0.5513455460690964
s002,s050,6,0.17859757174509083,0.002468212196824574,0.6273733738060561
s002,s051,6,0.2373152526495332,0.05409840413036056,0.7095504838568428
s002,s052,6,0.07770205203304627,0.06412243615247515,0.49914684586629476
s002,s053,6,0.08828028678864906,0.000597645762274564,0.6135839875461648
s002,s054,6,0.1479573895163652,0.0009698893209094935,0.6774072794247084
s002,s055,6,0.19786657694813845,0.11640910575044591,0.7530508718679682
s002,s056,6,0.15321556928345814,0.054772166548489785,0.6821540953594651
s002,s057,6,0.10954980548591074,0.021563720694437596,0.6183866150041222
s002,s003,7,0.11438238471870933,0.016000937670904387,0.5589257270498104
s002,s004,7,0.14654976203062114,0.0649441509652899,0.5848520920003181
s002,s005,7,0.1259393330802215,0.003279872734383928,0.6106758729555274
s002,s007,7,0.19139136553891417,0.0003641113722730599,0.6339478830200989
s002,s008,7,0.2669126061996455,0.060550375430645495,0.6366691435021719
s002,s010,7,0.16128568992163894,0.0007052954409203778,0.645896867689951
s002,s011,7,0.1321110422365631,0.0003015168589993024,0.5334734183310482
s002,s012,7,0.11580589656053103,0.012870530569662551,0.6842602922636964
s002,s013,7,0.16891165452944493,0.0011853769011549078,0.5866068899120785
s002,s015,7,0.1650992391718093,0.009231611801870642,0.5060048169306091
s002,s016,7,0.10261802608158742,0.056896838529665206,0.5204849549170781
s002,s017,7,0.17206278025324193,0.0019131620147824744,0.6704692145142364
s002,s018,7,0.14868385668617742,0.020907270084878447,0.5751633168137501
s002,s019,7,0.09143657933030887,0.023440196724657726,0.6321628335200676
s002,s020,7,0.18505212666385892,0.03331723623805024,0.4801470018899228
s002,s021,7,0.0768502416111985,0.0441370356938039,0.5656617727588801
s002,s022,7,0.09934082178275215,0.01342215283915006,0.4431780474113538
