probe_subject,claimed_subject,session,llr,fidelity,bhattacharyya
s002,s002,5,0.7511308593693544,0.21185091769618244,0.7323845558755633
s002,s002,6,0.7235757146777866,0.25265010752545153,0.7187880058468326
s002,s002,7,0.7057671780012044,0.3306205563190274,0.7433615189571404
s002,s002,8,0.2949096358228667,0.1754981721095723,0.7616175975366087
s003,s003,5,0.8122930305451307,0.3993757456093111,0.7962592879803679
s003,s003,6,0.8263118345170162,0.34389375720816534,0.7342121868841184
s003,s003,7,0.642300856802035,0.36414995271854905,0.8200823632373601
s003,s003,8,0.5771657896666657,0.26787833812172773,0.7386994779102249
s004,s004,5,0.732738526934996,0.5002302965490439,0.7724270674415801
s004,s004,6,0.7717375905282928,0.4083089548769422,0.8121749322536369
s004,s004,7,0.6030239162215978,0.363240600974967,0.7791132403033508
s004,s004,8,0.5765237364358464,0.25035570685687464,0.7454691722891219
s005,s005,5,0.8427216608745213,0.4350444374149435,0.7841920650289858
s005,s005,6,0.921790603167947,0.5177053546509314,0.7893993624296901
s005,s005,7,0.8635740452866715,0.38049950617604134,0.7951105985052416
s005,s005,8,0.8269438542487237,0.5674511383148088,0.82273042042596
s007,s007,5,0.4868952071075391,0.15763047801684993,0.6896875451329807
s007,s007,6,0.5081618917279159,0.010493571292035816,0.6894693901458817
s007,s007,7,0.4877056917286684,0.2524105608736844,0.708342108210979
s007,s007,8,0.5619284607367182,0.27716504611782083,0.700153622441707
s008,s008,5,0.8119216782258909,0.4881722592846366,0.857461795961453
s008,s008,6,0.8135882852709326,0.33590844811543263,0.7767306563419287
s008,s008,7,0.7314396461894032,0.4711581727428662,0.7986469792377094
s008,s008,8,0.8424292753907222,0.2004802648345993,0.6759967812810855
s010,s010,5,0.7128557928196236,0.5565272819810033,0.8745347599749496
s010,s010,6,0.8630909524569886,0.4525005556972226,0.8302989050475942
s010,s010,7,0.8668582405428265,0.4350829565739262,0.8174097009615412
s010,s010,8,0.5128791092289787,0.396218677423446,0.7497713373245772
s011,s011,5,0.6444893218902605,0.6334203711147545,0.871165550754652
s011,s011,6,0.7125290301142091,0.5812197348194145,0.8513719785496883
s011,s011,7,0.44793196403589675,0.5224888925488507,0.8456794912366498
s011,s011,8,0.720967740473953,0.14092697578493088,0.6468494292066342
s012,s012,5,0.8020461121307898,0.5902315622177939,0.8982169651415683
s012,s012,6,0.8914222935936007,0.6603937232867343,0.8735031607741827
s012,s012,7,0.8542336004478666,0.6738415026505264,0.8929789536584607
s012,s012,8,0.8080760780483559,0.34599579757119386,0.7692651718296033
s013,s013,5,0.761732742253821,0.5256656180065544,0.7801111373469309
s013,s013,6,0.7544175331256273,0.4259102929706888,0.7431689030661623
s013,s013,7,0.4706303256497907,0.5000769341638027,0.8284059463041841
s013,s013,8,0.4062312867741577,0.4542780482432774,0.8114887766950347
s015,s015,5,0.8759260662721361,0.338416611077352,0.7283678858782284
s015,s015,6,0.7585110038492471,0.45672689395762917,0.757159338060505
s015,s015,7,0.5987112373248987,0.22345474241358065,0.6826908693893414
s015,s015,8,0.7690139760744562,0.5478246056424522,0.8361995692804376
s016,s016,5,0.8138325639179611,0.7943886776440771,0.9276442549750271
s016,s016,6,0.5841945121547973,0.7157104116540309,0.9144389998591534
s016,s016,7,0.4954886917689836,0.2728800431496179,0.7246670586635311
s016,s016,8,0.5271636769942251,0.1890042168439962,0.6173694165086187
s017,s017,5,0.8667129445620528,0.46432013012755147,0.8428918449455899
s017,s017,6,0.6782509746843076,0.30573950581344406,0.7500420724328976
s017,s017,7,0.5799255576677755,0.43655431876172257,0.7775598710634888
s017,s017,8,0.5241151868388282,0.3629184123122609,0.769133235668772
s018,s018,5,0.8284648277904115,0.5836806729707682,0.8287249655104388
s018,s018,6,0.8567868863223513,0.6837794499085047,0.860280937225397
s018,s018,7,0.8013392206444944,0.7571681902314745,0.9157997339671163
s018,s018,8,0.591727344099724,0.6346260596642842,0.8662496950887453
s019,s019,5,0.8703343386469617,0.7471617741291272,0.918205675620383
s019,s019,6,0.8592694060718231,0.6648114050006312,0.9066170175476677
s019,s019,7,0.5807029977376394,0.5124153525441766,0.86654410274287
s019,s019,8,0.750378773363826,0.49537523882569545,0.792076657970804
s020,s020,5,0.671393725927472,0.4885050706656447,0.8125697056014557
s020,s020,6,0.8259744070263698,0.6443961671639857,0.8619155083144129
s020,s020,7,0.41913836756155437,0.37696733978443464,0.8079292911218606
